P79307	Q5IS80	0.979	770	16	0	1	770	1	770	0.000E+00	5064
P79307	P08592	0.980	770	15	0	1	770	1	770	0.000E+00	4997
P79307	P12023	0.972	770	22	0	1	770	1	770	0.000E+00	4986
P79307	Q95241	0.957	770	32	0	1	770	1	751	0.000E+00	4936
P79307	Q28053	1.000	59	0	0	666	724	1	59	4.013E-05	223
P79307	Q28748	1.000	58	0	0	667	724	1	58	4.248E-05	222
P79307	Q28757	1.000	58	0	0	667	724	1	58	4.248E-05	222
P79307	Q29149	1.000	57	0	0	667	723	1	57	1.488E-04	200
P79307	Q28280	1.000	58	0	0	666	723	1	58	4.393E-04	181
Q5IS80	Q5IS80	1.000	770	0	0	1	770	1	770	0.000E+00	5196
Q5IS80	P79307	0.979	770	16	0	1	770	1	770	0.000E+00	5050
Q5IS80	Q60495	0.970	770	23	0	1	770	1	770	0.000E+00	5022
Q5IS80	Q95241	0.970	770	22	0	1	770	1	751	0.000E+00	4977
Q5IS80	P08592	0.970	770	23	0	1	770	1	770	0.000E+00	4946
Q5IS80	P12023	0.967	770	25	0	1	770	1	770	0.000E+00	4940
Q5IS80	Q28053	1.000	59	0	0	666	724	1	59	2.941E-05	229
Q5IS80	Q28748	1.000	58	0	0	667	724	1	58	3.113E-05	228
Q5IS80	Q28757	1.000	58	0	0	667	724	1	58	3.113E-05	228
Q5IS80	Q29149	1.000	57	0	0	667	723	1	57	1.087E-04	206
Q5IS80	Q28280	1.000	58	0	0	666	723	1	58	3.201E-04	187
Q28757	Q28748	1.000	58	0	0	1	58	1	58	1.609E-08	286
Q28757	Q28757	1.000	58	0	0	1	58	1	58	1.609E-08	286
Q28757	Q28053	1.000	58	0	0	1	58	2	59	3.069E-08	277
Q28757	Q29149	1.000	57	0	0	1	57	1	57	1.384E-07	256
Q28757	Q95241	1.000	58	0	0	1	58	648	705	5.030E-07	238
Q28757	P79307	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28757	Q5IS80	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28757	Q60495	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28757	Q28280	1.000	57	0	0	1	57	2	58	6.701E-07	234
Q28757	P08592	0.948	58	3	0	1	58	667	724	8.858E-06	198
Q28757	P12023	0.948	58	3	0	1	58	667	724	1.098E-05	195
Q29149	Q29149	1.000	57	0	0	1	57	1	57	3.035E-09	276
Q29149	Q28280	1.000	57	0	0	1	57	2	58	1.775E-08	254
Q29149	Q28748	1.000	55	0	0	3	57	3	57	2.258E-08	251
Q29149	Q28757	1.000	55	0	0	3	57	3	57	2.258E-08	251
Q29149	Q28053	1.000	55	0	0	3	57	4	58	4.650E-08	242
Q29149	Q5IS80	1.000	57	0	0	1	57	667	723	5.600E-07	211
Q29149	Q95241	1.000	57	0	0	1	57	648	704	7.124E-07	208
Q29149	P79307	1.000	57	0	0	1	57	667	723	7.124E-07	208
Q29149	Q60495	1.000	57	0	0	1	57	667	723	7.124E-07	208
Q29149	P08592	0.947	57	3	0	1	57	667	723	4.165E-06	186
Q29149	P12023	0.947	57	3	0	1	57	667	723	5.300E-06	183
P12023	P12023	1.000	770	0	0	1	770	1	770	0.000E+00	5167
P12023	P08592	0.992	770	6	0	1	770	1	770	0.000E+00	5107
P12023	P79307	0.972	770	22	0	1	770	1	770	0.000E+00	4949
P12023	Q5IS80	0.967	770	25	0	1	770	1	770	0.000E+00	4924
P12023	Q60495	0.963	770	28	0	1	770	1	770	0.000E+00	4917
P12023	Q95241	0.949	770	38	0	1	770	1	751	0.000E+00	4844
P12023	Q28748	0.948	58	3	0	667	724	1	58	7.107E-04	176
P12023	Q28757	0.948	58	3	0	667	724	1	58	7.107E-04	176
P12023	Q29149	0.947	57	3	0	667	723	1	57	8.403E-04	173
P12023	Q28280	0.948	58	3	0	666	723	1	58	8.403E-04	173
P12023	Q28053	0.949	59	3	0	666	724	1	59	8.403E-04	173
